row_id,movie,year,imdb,metascore,votes
0,Gladiator,2000,8.5,67.0,1187559
1,Memento,2000,8.5,80.0,1014199
3,Requiem for a Dream,2000,8.3,68.0,688394
4,X-Men,2000,7.4,64.0,526411
5,Cast Away,2000,7.8,73.0,465125
6,American Psycho,2000,7.6,64.0,422475
7,Unbreakable,2000,7.3,62.0,335334
8,Meet the Parents,2000,7.0,73.0,290126
10,"O Brother, Where Art Thou?",2000,7.8,69.0,261119
12,Wo hu cang long,2000,7.9,93.0,237498
13,The Patriot,2000,7.2,63.0,234473
14,Almost Famous,2000,7.9,90.0,232474
20,Amores perros,2000,8.1,83.0,204468
21,Traffic,2000,7.6,86.0,184710
25,Chocolat,2000,7.3,64.0,166739
27,Chicken Run,2000,7.0,88.0,161403
29,Batoru rowaiaru,2000,7.7,81.0,157589
30,High Fidelity,2000,7.5,79.0,157024
31,The Emperor's New Groove,2000,7.3,70.0,156918
32,Erin Brockovich,2000,7.3,73.0,156488
38,Billy Elliot,2000,7.7,74.0,112664
39,Shanghai Noon,2000,6.6,77.0,110410
44,Faa yeung nin wa,2000,8.1,85.0,103042
49,Frequency,2000,7.4,67.0,93428
50,Gladiator,2000,8.5,67.0,1187559
51,Memento,2000,8.5,80.0,1014199
53,Requiem for a Dream,2000,8.3,68.0,688394
54,X-Men,2000,7.4,64.0,526411
55,Cast Away,2000,7.8,73.0,465125
56,American Psycho,2000,7.6,64.0,422475
57,Unbreakable,2000,7.3,62.0,335334
58,Meet the Parents,2000,7.0,73.0,290126
60,"O Brother, Where Art Thou?",2000,7.8,69.0,261119
62,Wo hu cang long,2000,7.9,93.0,237498
63,The Patriot,2000,7.2,63.0,234473
64,Almost Famous,2000,7.9,90.0,232474
70,Amores perros,2000,8.1,83.0,204468
71,Traffic,2000,7.6,86.0,184710
75,Chocolat,2000,7.3,64.0,166739
77,Chicken Run,2000,7.0,88.0,161403
79,Batoru rowaiaru,2000,7.7,81.0,157589
80,High Fidelity,2000,7.5,79.0,157024
81,The Emperor's New Groove,2000,7.3,70.0,156918
82,Erin Brockovich,2000,7.3,73.0,156488
88,Billy Elliot,2000,7.7,74.0,112664
89,Shanghai Noon,2000,6.6,77.0,110410
94,Faa yeung nin wa,2000,8.1,85.0,103042
99,Frequency,2000,7.4,67.0,93428
100,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92.0,1478783
101,A Beautiful Mind,2001,8.2,72.0,756786
102,"Monsters, Inc.",2001,8.1,78.0,724068
103,Donnie Darko,2001,8.1,88.0,688260
104,Amélie,2001,8.3,69.0,641467
105,Harry Potter and the Sorcerer's Stone,2001,7.6,64.0,558883
106,Shrek,2001,7.9,84.0,551023
107,Sen to Chihiro no kamikakushi,2001,8.6,96.0,542956
108,Ocean's Eleven,2001,7.8,74.0,467764
109,Training Day,2001,7.7,69.0,351876
110,Black Hawk Down,2001,7.7,74.0,334764
112,The Others,2001,7.6,74.0,309699
115,Mulholland Dr.,2001,8.0,83.0,286463
117,Artificial Intelligence: AI,2001,7.1,65.0,271351
119,Moulin Rouge!,2001,7.6,66.0,249368
120,The Royal Tenenbaums,2001,7.6,76.0,242710
123,Zoolander,2001,6.6,61.0,228393
128,Bridget Jones's Diary,2001,6.7,66.0,203237
141,Spy Game,2001,7.1,63.0,133889
144,The Score,2001,6.8,71.0,112132
148,Ghost World,2001,7.4,88.0,105974
149,Y tu mamá también,2001,7.7,88.0,105537
150,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92.0,1478783
151,A Beautiful Mind,2001,8.2,72.0,756786
152,"Monsters, Inc.",2001,8.1,78.0,724068
153,Donnie Darko,2001,8.1,88.0,688260
154,Amélie,2001,8.3,69.0,641467
155,Harry Potter and the Sorcerer's Stone,2001,7.6,64.0,558883
156,Shrek,2001,7.9,84.0,551023
157,Sen to Chihiro no kamikakushi,2001,8.6,96.0,542956
158,Ocean's Eleven,2001,7.8,74.0,467764
159,Training Day,2001,7.7,69.0,351876
160,Black Hawk Down,2001,7.7,74.0,334764
162,The Others,2001,7.6,74.0,309699
165,Mulholland Dr.,2001,8.0,83.0,286463
167,Artificial Intelligence: AI,2001,7.1,65.0,271351
169,Moulin Rouge!,2001,7.6,66.0,249368
170,The Royal Tenenbaums,2001,7.6,76.0,242710
173,Zoolander,2001,6.6,61.0,228393
178,Bridget Jones's Diary,2001,6.7,66.0,203237
191,Spy Game,2001,7.1,63.0,133889
194,The Score,2001,6.8,71.0,112132
198,Ghost World,2001,7.4,88.0,105974
199,Y tu mamá también,2001,7.7,88.0,105537
200,The Lord of the Rings: The Two Towers,2002,8.7,87.0,1322110
201,Catch Me If You Can,2002,8.1,75.0,699897
202,Cidade de Deus,2002,8.6,79.0,632933
203,Spider-Man,2002,7.3,73.0,628892
204,The Pianist,2002,8.5,85.0,626716
206,Harry Potter and the Chamber of Secrets,2002,7.4,63.0,482674
207,The Bourne Identity,2002,7.9,68.0,469099
208,Minority Report,2002,7.7,80.0,463204
210,Gangs of New York,2002,7.5,72.0,366108
211,28 Days Later...,2002,7.6,73.0,341350
217,Insomnia,2002,7.2,78.0,250595
219,Panic Room,2002,6.8,65.0,234144
223,Road to Perdition,2002,7.7,72.0,225901
224,8 Mile,2002,7.1,77.0,224920
226,Chicago,2002,7.2,82.0,198403
230,Austin Powers in Goldmember,2002,6.2,62.0,181721
232,Ying xiong,2002,7.9,85.0,164310
233,Adaptation.,2002,7.7,83.0,163423
234,25th Hour,2002,7.7,67.0,161595
235,About a Boy,2002,7.1,75.0,158920
236,Lilo & Stitch,2002,7.2,73.0,146553
237,Bowling for Columbine,2002,8.0,72.0,133918
238,Punch-Drunk Love,2002,7.3,78.0,130154
241,We Were Soldiers,2002,7.2,65.0,119350
242,The Count of Monte Cristo,2002,7.8,61.0,118564
244,About Schmidt,2002,7.2,85.0,116382
245,The Hours,2002,7.6,80.0,115285
247,My Big Fat Greek Wedding,2002,6.6,62.0,112533
249,Mou gaan dou,2002,8.1,75.0,110139
250,The Lord of the Rings: The Two Towers,2002,8.7,87.0,1322110
251,Catch Me If You Can,2002,8.1,75.0,699897
252,Cidade de Deus,2002,8.6,79.0,632933
253,Spider-Man,2002,7.3,73.0,628892
254,The Pianist,2002,8.5,85.0,626716
256,Harry Potter and the Chamber of Secrets,2002,7.4,63.0,482674
257,The Bourne Identity,2002,7.9,68.0,469099
258,Minority Report,2002,7.7,80.0,463204
260,Gangs of New York,2002,7.5,72.0,366108
261,28 Days Later...,2002,7.6,73.0,341350
267,Insomnia,2002,7.2,78.0,250595
269,Panic Room,2002,6.8,65.0,234144
273,Road to Perdition,2002,7.7,72.0,225901
274,8 Mile,2002,7.1,77.0,224920
276,Chicago,2002,7.2,82.0,198403
280,Austin Powers in Goldmember,2002,6.2,62.0,181721
282,Ying xiong,2002,7.9,85.0,164310
283,Adaptation.,2002,7.7,83.0,163423
284,25th Hour,2002,7.7,67.0,161595
285,About a Boy,2002,7.1,75.0,158920
286,Lilo & Stitch,2002,7.2,73.0,146553
287,Bowling for Columbine,2002,8.0,72.0,133918
288,Punch-Drunk Love,2002,7.3,78.0,130154
291,We Were Soldiers,2002,7.2,65.0,119350
292,The Count of Monte Cristo,2002,7.8,61.0,118564
294,About Schmidt,2002,7.2,85.0,116382
295,The Hours,2002,7.6,80.0,115285
297,My Big Fat Greek Wedding,2002,6.6,62.0,112533
299,Mou gaan dou,2002,8.1,75.0,110139
300,The Lord of the Rings: The Return of the King,2003,8.9,94.0,1462118
301,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63.0,950582
302,Kill Bill: Vol. 1,2003,8.1,69.0,888283
303,Finding Nemo,2003,8.1,90.0,851025
304,X2,2003,7.5,68.0,472534
305,The Matrix Reloaded,2003,7.2,62.0,471761
306,Oldeuboi,2003,8.4,74.0,448739
309,Mystic River,2003,8.0,84.0,383967
311,Lost in Translation,2003,7.8,89.0,369050
313,Terminator 3: Rise of the Machines,2003,6.3,66.0,344420
315,The Italian Job,2003,7.0,68.0,318733
317,The School of Rock,2003,7.1,82.0,240423
322,21 Grams,2003,7.7,70.0,210781
323,Identity,2003,7.3,64.0,206712
328,Elf,2003,6.9,64.0,188866
330,Master and Commander: The Far Side of the World,2003,7.4,81.0,187573
337,Cold Mountain,2003,7.2,73.0,130773
339,Good Bye Lenin!,2003,7.7,68.0,127944
340,Bad Santa,2003,7.1,70.0,126465
344,Monster,2003,7.3,74.0,122983
347,Matchstick Men,2003,7.3,61.0,117042
348,Freaky Friday,2003,6.2,70.0,113525
350,The Lord of the Rings: The Return of the King,2003,8.9,94.0,1462118
351,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63.0,950582
352,Kill Bill: Vol. 1,2003,8.1,69.0,888283
353,Finding Nemo,2003,8.1,90.0,851025
354,X2,2003,7.5,68.0,472534
355,The Matrix Reloaded,2003,7.2,62.0,471761
356,Oldeuboi,2003,8.4,74.0,448739
359,Mystic River,2003,8.0,84.0,383967
361,Lost in Translation,2003,7.8,89.0,369050
363,Terminator 3: Rise of the Machines,2003,6.3,66.0,344420
365,The Italian Job,2003,7.0,68.0,318733
367,The School of Rock,2003,7.1,82.0,240423
372,21 Grams,2003,7.7,70.0,210781
373,Identity,2003,7.3,64.0,206712
378,Elf,2003,6.9,64.0,188866
380,Master and Commander: The Far Side of the World,2003,7.4,81.0,187573
387,Cold Mountain,2003,7.2,73.0,130773
389,Good Bye Lenin!,2003,7.7,68.0,127944
390,Bad Santa,2003,7.1,70.0,126465
394,Monster,2003,7.3,74.0,122983
397,Matchstick Men,2003,7.3,61.0,117042
398,Freaky Friday,2003,6.2,70.0,113525
400,Eternal Sunshine of the Spotless Mind,2004,8.3,89.0,809622
401,Kill Bill: Vol. 2,2004,8.0,83.0,602907
402,The Incredibles,2004,8.0,90.0,587630
403,Million Dollar Baby,2004,8.1,86.0,577821
404,Spider-Man 2,2004,7.3,83.0,490239
405,Harry Potter and the Prisoner of Azkaban,2004,7.9,82.0,478915
407,Shaun of the Dead,2004,7.9,76.0,462350
412,The Bourne Supremacy,2004,7.8,73.0,402337
413,Crash,2004,7.8,69.0,397322
415,Shrek 2,2004,7.2,75.0,373496
419,Collateral,2004,7.5,71.0,331829
421,The Machinist,2004,7.7,61.0,325710
422,Hotel Rwanda,2004,8.1,79.0,309417
423,Anchorman: The Legend of Ron Burgundy,2004,7.2,63.0,304484
425,The Aviator,2004,7.5,77.0,303496
427,Der Untergang,2004,8.2,82.0,299374
428,Mean Girls,2004,7.0,66.0,296045
430,Hellboy,2004,6.9,72.0,281206
431,Hauru no ugoku shiro,2004,8.2,80.0,276466
437,Before Sunset,2004,8.1,90.0,203873
439,Garden State,2004,7.5,67.0,200264
441,Finding Neverland,2004,7.7,67.0,189632
443,Closer,2004,7.3,65.0,188384
444,A Series of Unfortunate Events,2004,6.8,62.0,182980
445,Napoleon Dynamite,2004,6.9,64.0,181743
449,Harold & Kumar Go to White Castle,2004,7.1,64.0,170592
450,Eternal Sunshine of the Spotless Mind,2004,8.3,89.0,809622
451,Kill Bill: Vol. 2,2004,8.0,83.0,602907
452,The Incredibles,2004,8.0,90.0,587630
453,Million Dollar Baby,2004,8.1,86.0,577821
454,Spider-Man 2,2004,7.3,83.0,490239
455,Harry Potter and the Prisoner of Azkaban,2004,7.9,82.0,478915
457,Shaun of the Dead,2004,7.9,76.0,462350
462,The Bourne Supremacy,2004,7.8,73.0,402337
463,Crash,2004,7.8,69.0,397322
465,Shrek 2,2004,7.2,75.0,373496
469,Collateral,2004,7.5,71.0,331829
471,The Machinist,2004,7.7,61.0,325710
472,Hotel Rwanda,2004,8.1,79.0,309417
473,Anchorman: The Legend of Ron Burgundy,2004,7.2,63.0,304484
475,The Aviator,2004,7.5,77.0,303496
477,Der Untergang,2004,8.2,82.0,299374
478,Mean Girls,2004,7.0,66.0,296045
480,Hellboy,2004,6.9,72.0,281206
481,Hauru no ugoku shiro,2004,8.2,80.0,276466
487,Before Sunset,2004,8.1,90.0,203873
489,Garden State,2004,7.5,67.0,200264
491,Finding Neverland,2004,7.7,67.0,189632
493,Closer,2004,7.3,65.0,188384
494,A Series of Unfortunate Events,2004,6.8,62.0,182980
495,Napoleon Dynamite,2004,6.9,64.0,181743
499,Harold & Kumar Go to White Castle,2004,7.1,64.0,170592
500,Batman Begins,2005,8.3,70.0,1171391
501,V for Vendetta,2005,8.2,62.0,938585
502,Sin City,2005,8.0,74.0,710505
503,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68.0,628708
505,Harry Potter and the Goblet of Fire,2005,7.7,81.0,478501
508,Charlie and the Chocolate Factory,2005,6.7,72.0,382721
509,War of the Worlds,2005,6.5,73.0,382358
510,King Kong,2005,7.2,81.0,361574
511,The 40 Year Old Virgin,2005,7.1,73.0,357675
513,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75.0,334831
515,Wedding Crashers,2005,7.0,64.0,310828
516,Brokeback Mountain,2005,7.7,87.0,295425
520,Lord of War,2005,7.6,62.0,274866
523,Serenity,2005,7.9,74.0,267252
524,Kingdom of Heaven,2005,7.2,63.0,247421
525,Pride & Prejudice,2005,7.8,82.0,227406
526,Corpse Bride,2005,7.4,83.0,220470
528,Walk the Line,2005,7.9,72.0,209943
529,A History of Violence,2005,7.5,81.0,208502
531,Thank You for Smoking,2005,7.6,71.0,204700
532,Kiss Kiss Bang Bang,2005,7.6,72.0,200301
533,Munich,2005,7.6,74.0,196713
534,Match Point,2005,7.6,72.0,189078
535,The Descent,2005,7.2,71.0,181892
538,The Hitchhiker's Guide to the Galaxy,2005,6.8,63.0,175716
540,Cinderella Man,2005,8.0,69.0,164951
550,Batman Begins,2005,8.3,70.0,1171391
551,V for Vendetta,2005,8.2,62.0,938585
552,Sin City,2005,8.0,74.0,710505
553,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68.0,628708
555,Harry Potter and the Goblet of Fire,2005,7.7,81.0,478501
558,Charlie and the Chocolate Factory,2005,6.7,72.0,382721
559,War of the Worlds,2005,6.5,73.0,382358
560,King Kong,2005,7.2,81.0,361574
561,The 40 Year Old Virgin,2005,7.1,73.0,357675
563,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75.0,334831
565,Wedding Crashers,2005,7.0,64.0,310828
566,Brokeback Mountain,2005,7.7,87.0,295425
570,Lord of War,2005,7.6,62.0,274866
573,Serenity,2005,7.9,74.0,267252
574,Kingdom of Heaven,2005,7.2,63.0,247421
575,Pride & Prejudice,2005,7.8,82.0,227406
576,Corpse Bride,2005,7.4,83.0,220470
578,Walk the Line,2005,7.9,72.0,209943
579,A History of Violence,2005,7.5,81.0,208502
581,Thank You for Smoking,2005,7.6,71.0,204700
582,Kiss Kiss Bang Bang,2005,7.6,72.0,200301
583,Munich,2005,7.6,74.0,196713
584,Match Point,2005,7.6,72.0,189078
585,The Descent,2005,7.2,71.0,181892
588,The Hitchhiker's Guide to the Galaxy,2005,6.8,63.0,175716
590,Cinderella Man,2005,8.0,69.0,164951
600,The Departed,2006,8.5,85.0,1054865
601,The Prestige,2006,8.5,66.0,1043786
606,Pan's Labyrinth,2006,8.2,98.0,563084
607,Casino Royale,2006,8.0,80.0,532617
608,Blood Diamond,2006,8.0,64.0,457064
610,Children of Men,2006,7.9,84.0,423783
611,Little Miss Sunshine,2006,7.8,80.0,404340
612,The Pursuit of Happyness,2006,8.0,64.0,399064
614,The Illusionist,2006,7.6,68.0,334017
615,The Devil Wears Prada,2006,6.9,62.0,333742
616,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89.0,328813
617,Cars,2006,7.1,73.0,321039
618,The Lives of Others,2006,8.4,89.0,316465
619,Inside Man,2006,7.6,76.0,310135
620,Mission: Impossible III,2006,6.9,66.0,301831
625,Babel,2006,7.5,69.0,270695
626,Apocalypto,2006,7.8,68.0,267667
627,Superman Returns,2006,6.1,72.0,258606
635,Stranger Than Fiction,2006,7.6,67.0,205208
637,Rocky Balboa,2006,7.2,63.0,187227
641,The Last King of Scotland,2006,7.7,74.0,163662
642,Happy Feet,2006,6.5,77.0,155275
643,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66.0,151324
645,Over the Hedge,2006,6.7,67.0,145380
646,Letters from Iwo Jima,2006,7.9,89.0,145116
650,The Departed,2006,8.5,85.0,1054865
651,The Prestige,2006,8.5,66.0,1043786
656,Pan's Labyrinth,2006,8.2,98.0,563084
657,Casino Royale,2006,8.0,80.0,532617
658,Blood Diamond,2006,8.0,64.0,457064
660,Children of Men,2006,7.9,84.0,423783
661,Little Miss Sunshine,2006,7.8,80.0,404340
662,The Pursuit of Happyness,2006,8.0,64.0,399064
664,The Illusionist,2006,7.6,68.0,334017
665,The Devil Wears Prada,2006,6.9,62.0,333742
666,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89.0,328813
667,Cars,2006,7.1,73.0,321039
668,The Lives of Others,2006,8.4,89.0,316465
669,Inside Man,2006,7.6,76.0,310135
670,Mission: Impossible III,2006,6.9,66.0,301831
675,Babel,2006,7.5,69.0,270695
676,Apocalypto,2006,7.8,68.0,267667
677,Superman Returns,2006,6.1,72.0,258606
685,Stranger Than Fiction,2006,7.6,67.0,205208
687,Rocky Balboa,2006,7.2,63.0,187227
691,The Last King of Scotland,2006,7.7,74.0,163662
692,Happy Feet,2006,6.5,77.0,155275
693,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66.0,151324
695,Over the Hedge,2006,6.7,67.0,145380
696,Letters from Iwo Jima,2006,7.9,89.0,145116
700,No Country for Old Men,2007,8.1,91.0,752739
701,I Am Legend,2007,7.2,65.0,624229
702,The Bourne Ultimatum,2007,8.0,85.0,575228
703,Ratatouille,2007,8.0,96.0,566104
704,Transformers,2007,7.1,61.0,564269
706,Into the Wild,2007,8.1,73.0,516918
707,Superbad,2007,7.6,76.0,476320
708,Juno,2007,7.5,81.0,460896
709,There Will Be Blood,2007,8.2,93.0,455644
711,Harry Potter and the Order of the Phoenix,2007,7.5,71.0,443705
712,Hot Fuzz,2007,7.9,81.0,418254
713,Zodiac,2007,7.7,78.0,382232
714,Live Free or Die Hard,2007,7.1,69.0,367903
715,American Gangster,2007,7.8,76.0,362281
716,Knocked Up,2007,7.0,85.0,328166
717,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83.0,318528
718,Ocean's Thirteen,2007,6.9,62.0,293708
720,The Simpsons Movie,2007,7.3,80.0,288308
721,3:10 to Yuma,2007,7.7,76.0,266913
725,1408,2007,6.8,64.0,239015
726,28 Weeks Later,2007,7.0,78.0,238981
727,Stardust,2007,7.7,66.0,236870
729,Gone Baby Gone,2007,7.7,72.0,230347
730,Atonement,2007,7.8,85.0,225195
731,Sunshine,2007,7.3,64.0,217310
732,Eastern Promises,2007,7.7,82.0,211952
735,Paranormal Activity,2007,6.3,68.0,205966
736,Disturbia,2007,6.9,62.0,205476
743,Grindhouse,2007,7.6,77.0,168360
744,Fracture,2007,7.2,68.0,166765
746,Enchanted,2007,7.1,75.0,163221
747,The Darjeeling Limited,2007,7.2,67.0,162991
750,No Country for Old Men,2007,8.1,91.0,752739
751,I Am Legend,2007,7.2,65.0,624229
752,The Bourne Ultimatum,2007,8.0,85.0,575228
753,Ratatouille,2007,8.0,96.0,566104
754,Transformers,2007,7.1,61.0,564269
756,Into the Wild,2007,8.1,73.0,516918
757,Superbad,2007,7.6,76.0,476320
758,Juno,2007,7.5,81.0,460896
759,There Will Be Blood,2007,8.2,93.0,455644
761,Harry Potter and the Order of the Phoenix,2007,7.5,71.0,443705
762,Hot Fuzz,2007,7.9,81.0,418254
763,Zodiac,2007,7.7,78.0,382232
764,Live Free or Die Hard,2007,7.1,69.0,367903
765,American Gangster,2007,7.8,76.0,362281
766,Knocked Up,2007,7.0,85.0,328166
767,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83.0,318528
768,Ocean's Thirteen,2007,6.9,62.0,293708
770,The Simpsons Movie,2007,7.3,80.0,288308
771,3:10 to Yuma,2007,7.7,76.0,266913
775,1408,2007,6.8,64.0,239015
776,28 Weeks Later,2007,7.0,78.0,238981
777,Stardust,2007,7.7,66.0,236870
779,Gone Baby Gone,2007,7.7,72.0,230347
780,Atonement,2007,7.8,85.0,225195
781,Sunshine,2007,7.3,64.0,217310
782,Eastern Promises,2007,7.7,82.0,211952
785,Paranormal Activity,2007,6.3,68.0,205966
786,Disturbia,2007,6.9,62.0,205476
793,Grindhouse,2007,7.6,77.0,168360
794,Fracture,2007,7.2,68.0,166765
796,Enchanted,2007,7.1,75.0,163221
797,The Darjeeling Limited,2007,7.2,67.0,162991
800,The Dark Knight,2008,9.0,84.0,2020298
802,WALL·E,2008,8.4,95.0,887059
803,Iron Man,2008,7.9,79.0,833410
804,Slumdog Millionaire,2008,8.0,86.0,737092
805,Gran Torino,2008,8.1,72.0,660559
807,The Curious Case of Benjamin Button,2008,7.8,70.0,531326
810,The Incredible Hulk,2008,6.8,61.0,387633
811,The Hurt Locker,2008,7.6,94.0,386666
812,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65.0,386439
814,Kung Fu Panda,2008,7.6,73.0,372488
815,In Bruges,2008,7.9,67.0,356760
816,Tropic Thunder,2008,7.0,71.0,347344
817,Cloverfield,2008,7.0,64.0,347056
818,Wanted,2008,6.7,64.0,335979
820,Pineapple Express,2008,7.0,64.0,289019
821,Burn After Reading,2008,7.0,63.0,283739
822,The Wrestler,2008,7.9,81.0,275205
825,Forgetting Sarah Marshall,2008,7.2,67.0,244595
827,Hellboy II: The Golden Army,2008,7.0,78.0,236112
829,Vicky Cristina Barcelona,2008,7.1,70.0,225168
830,Changeling,2008,7.7,63.0,221065
836,Role Models,2008,6.9,61.0,209788
841,Låt den rätte komma in,2008,7.9,82.0,193157
846,Madagascar: Escape 2 Africa,2008,6.7,61.0,178943
847,The Chronicles of Narnia: Prince Caspian,2008,6.5,62.0,176120
848,Revolutionary Road,2008,7.3,69.0,175467
850,The Dark Knight,2008,9.0,84.0,2020298
852,WALL·E,2008,8.4,95.0,887059
853,Iron Man,2008,7.9,79.0,833410
854,Slumdog Millionaire,2008,8.0,86.0,737092
855,Gran Torino,2008,8.1,72.0,660559
857,The Curious Case of Benjamin Button,2008,7.8,70.0,531326
860,The Incredible Hulk,2008,6.8,61.0,387633
861,The Hurt Locker,2008,7.6,94.0,386666
862,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65.0,386439
864,Kung Fu Panda,2008,7.6,73.0,372488
865,In Bruges,2008,7.9,67.0,356760
866,Tropic Thunder,2008,7.0,71.0,347344
867,Cloverfield,2008,7.0,64.0,347056
868,Wanted,2008,6.7,64.0,335979
870,Pineapple Express,2008,7.0,64.0,289019
871,Burn After Reading,2008,7.0,63.0,283739
872,The Wrestler,2008,7.9,81.0,275205
875,Forgetting Sarah Marshall,2008,7.2,67.0,244595
877,Hellboy II: The Golden Army,2008,7.0,78.0,236112
879,Vicky Cristina Barcelona,2008,7.1,70.0,225168
880,Changeling,2008,7.7,63.0,221065
886,Role Models,2008,6.9,61.0,209788
891,Låt den rätte komma in,2008,7.9,82.0,193157
896,Madagascar: Escape 2 Africa,2008,6.7,61.0,178943
897,The Chronicles of Narnia: Prince Caspian,2008,6.5,62.0,176120
898,Revolutionary Road,2008,7.3,69.0,175467
900,Inglourious Basterds,2009,8.3,69.0,1095469
901,Avatar,2009,7.8,83.0,1025696
902,Up,2009,8.3,88.0,826985
903,The Hangover,2009,7.7,73.0,659826
904,District 9,2009,7.9,81.0,597305
